n,instance,method,lambda,run_index,seed,feasible,optimal,objective_value,optimal_value,approximation_ratio,runtime_s
8,hypergraph_r3_n8_d5_w1_0,qaoa,0.3,0,42,False,False,,9.000000,,7.940474
8,hypergraph_r3_n8_d5_w1_0,qaoa,0.3,1,43,False,False,,9.000000,,0.578561
8,hypergraph_r3_n8_d5_w1_0,qaoa,0.3,2,44,True,False,13.000000,9.000000,1.444444,0.581065
8,hypergraph_r3_n8_d5_w1_0,qaoa,0.3,3,45,False,False,,9.000000,,0.917340
8,hypergraph_r3_n8_d5_w1_0,qaoa,0.3,4,46,False,False,,9.000000,,0.881598
8,hypergraph_r3_n8_d5_w1_0,annealer,0.3,0,42,False,False,,9.000000,,3.187632
8,hypergraph_r3_n8_d5_w1_0,annealer,0.3,1,43,False,False,,9.000000,,3.186372
8,hypergraph_r3_n8_d5_w1_0,annealer,0.3,2,44,False,False,,9.000000,,3.177493
8,hypergraph_r3_n8_d5_w1_0,annealer,0.3,3,45,False,False,,9.000000,,3.174482
8,hypergraph_r3_n8_d5_w1_0,annealer,0.3,4,46,False,False,,9.000000,,3.183713
8,hypergraph_r3_n8_d5_w1_0,qaoa,1,0,42,True,True,9.000000,9.000000,1.000000,0.866531
8,hypergraph_r3_n8_d5_w1_0,qaoa,1,1,43,True,True,9.000000,9.000000,1.000000,0.621699
8,hypergraph_r3_n8_d5_w1_0,qaoa,1,2,44,True,False,10.000000,9.000000,1.111111,0.661936
8,hypergraph_r3_n8_d5_w1_0,qaoa,1,3,45,True,True,9.000000,9.000000,1.000000,1.123105
8,hypergraph_r3_n8_d5_w1_0,qaoa,1,4,46,True,True,9.000000,9.000000,1.000000,0.625170
8,hypergraph_r3_n8_d5_w1_0,annealer,1,0,42,False,False,,9.000000,,3.173286
8,hypergraph_r3_n8_d5_w1_0,annealer,1,1,43,False,False,,9.000000,,3.181090
8,hypergraph_r3_n8_d5_w1_0,annealer,1,2,44,False,False,,9.000000,,3.192790
8,hypergraph_r3_n8_d5_w1_0,annealer,1,3,45,False,False,,9.000000,,3.175408
8,hypergraph_r3_n8_d5_w1_0,annealer,1,4,46,False,False,,9.000000,,3.192957
8,hypergraph_r3_n8_d5_w1_0,qaoa,3,0,42,True,True,9.000000,9.000000,1.000000,1.102697
8,hypergraph_r3_n8_d5_w1_0,qaoa,3,1,43,True,False,12.000000,9.000000,1.333333,0.786403
8,hypergraph_r3_n8_d5_w1_0,qaoa,3,2,44,True,False,10.000000,9.000000,1.111111,0.612260
8,hypergraph_r3_n8_d5_w1_0,qaoa,3,3,45,True,True,9.000000,9.000000,1.000000,0.953604
8,hypergraph_r3_n8_d5_w1_0,qaoa,3,4,46,True,False,12.000000,9.000000,1.333333,0.622311
8,hypergraph_r3_n8_d5_w1_0,annealer,3,0,42,True,True,9.000000,9.000000,1.000000,3.181400
8,hypergraph_r3_n8_d5_w1_0,annealer,3,1,43,True,True,9.000000,9.000000,1.000000,3.191848
8,hypergraph_r3_n8_d5_w1_0,annealer,3,2,44,True,True,9.000000,9.000000,1.000000,3.177906
8,hypergraph_r3_n8_d5_w1_0,annealer,3,3,45,False,False,,9.000000,,3.187799
8,hypergraph_r3_n8_d5_w1_0,annealer,3,4,46,False,False,,9.000000,,3.180926
8,hypergraph_r3_n8_d5_w1_0,kahypar,,,-1,True,True,9.000000,9.000000,1.000000,0.008476
8,hypergraph_r3_n8_d5_w1_1,qaoa,0.3,0,42,True,True,9.000000,9.000000,1.000000,0.975496
8,hypergraph_r3_n8_d5_w1_1,qaoa,0.3,1,43,False,False,,9.000000,,0.929280
8,hypergraph_r3_n8_d5_w1_1,qaoa,0.3,2,44,True,False,11.000000,9.000000,1.222222,0.462087
8,hypergraph_r3_n8_d5_w1_1,qaoa,0.3,3,45,False,False,,9.000000,,0.770111
8,hypergraph_r3_n8_d5_w1_1,qaoa,0.3,4,46,False,False,,9.000000,,1.171526
8,hypergraph_r3_n8_d5_w1_1,annealer,0.3,0,42,False,False,,9.000000,,3.174620
8,hypergraph_r3_n8_d5_w1_1,annealer,0.3,1,43,False,False,,9.000000,,3.177337
8,hypergraph_r3_n8_d5_w1_1,annealer,0.3,2,44,False,False,,9.000000,,3.176425
8,hypergraph_r3_n8_d5_w1_1,annealer,0.3,3,45,False,False,,9.000000,,3.182986
8,hypergraph_r3_n8_d5_w1_1,annealer,0.3,4,46,False,False,,9.000000,,3.223601
8,hypergraph_r3_n8_d5_w1_1,qaoa,1,0,42,True,True,9.000000,9.000000,1.000000,0.314704
8,hypergraph_r3_n8_d5_w1_1,qaoa,1,1,43,True,True,9.000000,9.000000,1.000000,0.726127
8,hypergraph_r3_n8_d5_w1_1,qaoa,1,2,44,True,True,9.000000,9.000000,1.000000,0.848116
8,hypergraph_r3_n8_d5_w1_1,qaoa,1,3,45,True,True,9.000000,9.000000,1.000000,0.743152
8,hypergraph_r3_n8_d5_w1_1,qaoa,1,4,46,True,True,9.000000,9.000000,1.000000,0.564189
8,hypergraph_r3_n8_d5_w1_1,annealer,1,0,42,False,False,,9.000000,,3.201104
8,hypergraph_r3_n8_d5_w1_1,annealer,1,1,43,True,True,9.000000,9.000000,1.000000,3.208552
8,hypergraph_r3_n8_d5_w1_1,annealer,1,2,44,False,False,,9.000000,,3.205407
8,hypergraph_r3_n8_d5_w1_1,annealer,1,3,45,False,False,,9.000000,,3.213662
8,hypergraph_r3_n8_d5_w1_1,annealer,1,4,46,False,False,,9.000000,,3.200442
8,hypergraph_r3_n8_d5_w1_1,qaoa,3,0,42,True,True,9.000000,9.000000,1.000000,0.441961
8,hypergraph_r3_n8_d5_w1_1,qaoa,3,1,43,True,True,9.000000,9.000000,1.000000,0.868723
8,hypergraph_r3_n8_d5_w1_1,qaoa,3,2,44,True,False,11.000000,9.000000,1.222222,0.422038
8,hypergraph_r3_n8_d5_w1_1,qaoa,3,3,45,True,True,9.000000,9.000000,1.000000,1.077584
8,hypergraph_r3_n8_d5_w1_1,qaoa,3,4,46,True,False,11.000000,9.000000,1.222222,0.914685
8,hypergraph_r3_n8_d5_w1_1,annealer,3,0,42,True,True,9.000000,9.000000,1.000000,3.196344
8,hypergraph_r3_n8_d5_w1_1,annealer,3,1,43,True,True,9.000000,9.000000,1.000000,3.172938
8,hypergraph_r3_n8_d5_w1_1,annealer,3,2,44,True,True,9.000000,9.000000,1.000000,3.166368
8,hypergraph_r3_n8_d5_w1_1,annealer,3,3,45,True,True,9.000000,9.000000,1.000000,3.158138
8,hypergraph_r3_n8_d5_w1_1,annealer,3,4,46,True,True,9.000000,9.000000,1.000000,3.168711
8,hypergraph_r3_n8_d5_w1_1,kahypar,,,-1,True,True,9.000000,9.000000,1.000000,0.003758
8,hypergraph_r3_n8_d5_w1_2,qaoa,0.3,0,42,False,False,,9.000000,,1.157383
8,hypergraph_r3_n8_d5_w1_2,qaoa,0.3,1,43,False,False,,9.000000,,1.071051
8,hypergraph_r3_n8_d5_w1_2,qaoa,0.3,2,44,False,False,,9.000000,,0.433315
8,hypergraph_r3_n8_d5_w1_2,qaoa,0.3,3,45,False,False,,9.000000,,0.599891
8,hypergraph_r3_n8_d5_w1_2,qaoa,0.3,4,46,False,False,,9.000000,,0.616629
8,hypergraph_r3_n8_d5_w1_2,annealer,0.3,0,42,False,False,,9.000000,,3.205360
8,hypergraph_r3_n8_d5_w1_2,annealer,0.3,1,43,False,False,,9.000000,,3.164270
8,hypergraph_r3_n8_d5_w1_2,annealer,0.3,2,44,False,False,,9.000000,,3.182523
8,hypergraph_r3_n8_d5_w1_2,annealer,0.3,3,45,False,False,,9.000000,,3.164696
8,hypergraph_r3_n8_d5_w1_2,annealer,0.3,4,46,False,False,,9.000000,,3.178149
8,hypergraph_r3_n8_d5_w1_2,qaoa,1,0,42,True,True,9.000000,9.000000,1.000000,0.628434
8,hypergraph_r3_n8_d5_w1_2,qaoa,1,1,43,True,True,9.000000,9.000000,1.000000,0.985753
8,hypergraph_r3_n8_d5_w1_2,qaoa,1,2,44,True,True,9.000000,9.000000,1.000000,0.567694
8,hypergraph_r3_n8_d5_w1_2,qaoa,1,3,45,True,True,9.000000,9.000000,1.000000,0.524940
8,hypergraph_r3_n8_d5_w1_2,qaoa,1,4,46,True,True,9.000000,9.000000,1.000000,0.897786
8,hypergraph_r3_n8_d5_w1_2,annealer,1,0,42,True,True,9.000000,9.000000,1.000000,3.239309
8,hypergraph_r3_n8_d5_w1_2,annealer,1,1,43,True,True,9.000000,9.000000,1.000000,3.231316
8,hypergraph_r3_n8_d5_w1_2,annealer,1,2,44,False,False,,9.000000,,3.234035
8,hypergraph_r3_n8_d5_w1_2,annealer,1,3,45,False,False,,9.000000,,3.228970
8,hypergraph_r3_n8_d5_w1_2,annealer,1,4,46,False,False,,9.000000,,3.258479
8,hypergraph_r3_n8_d5_w1_2,qaoa,3,0,42,True,True,9.000000,9.000000,1.000000,0.535377
8,hypergraph_r3_n8_d5_w1_2,qaoa,3,1,43,True,True,9.000000,9.000000,1.000000,0.572284
8,hypergraph_r3_n8_d5_w1_2,qaoa,3,2,44,True,False,10.000000,9.000000,1.111111,0.690270
8,hypergraph_r3_n8_d5_w1_2,qaoa,3,3,45,True,True,9.000000,9.000000,1.000000,0.653455
8,hypergraph_r3_n8_d5_w1_2,qaoa,3,4,46,True,False,11.000000,9.000000,1.222222,0.873204
8,hypergraph_r3_n8_d5_w1_2,annealer,3,0,42,True,True,9.000000,9.000000,1.000000,3.170371
8,hypergraph_r3_n8_d5_w1_2,annealer,3,1,43,True,True,9.000000,9.000000,1.000000,3.177206
8,hypergraph_r3_n8_d5_w1_2,annealer,3,2,44,True,True,9.000000,9.000000,1.000000,3.167501
8,hypergraph_r3_n8_d5_w1_2,annealer,3,3,45,True,True,9.000000,9.000000,1.000000,3.167532
8,hypergraph_r3_n8_d5_w1_2,annealer,3,4,46,True,True,9.000000,9.000000,1.000000,3.170097
8,hypergraph_r3_n8_d5_w1_2,kahypar,,,-1,True,True,9.000000,9.000000,1.000000,0.002454
8,hypergraph_r3_n8_d5_w1_3,qaoa,0.3,0,42,False,False,,8.000000,,0.474807
8,hypergraph_r3_n8_d5_w1_3,qaoa,0.3,1,43,False,False,,8.000000,,0.461004
8,hypergraph_r3_n8_d5_w1_3,qaoa,0.3,2,44,True,False,10.000000,8.000000,1.250000,0.652438
8,hypergraph_r3_n8_d5_w1_3,qaoa,0.3,3,45,False,False,,8.000000,,0.425820
8,hypergraph_r3_n8_d5_w1_3,qaoa,0.3,4,46,False,False,,8.000000,,0.562300
8,hypergraph_r3_n8_d5_w1_3,annealer,0.3,0,42,False,False,,8.000000,,3.192075
8,hypergraph_r3_n8_d5_w1_3,annealer,0.3,1,43,False,False,,8.000000,,3.192948
8,hypergraph_r3_n8_d5_w1_3,annealer,0.3,2,44,False,False,,8.000000,,3.195747
8,hypergraph_r3_n8_d5_w1_3,annealer,0.3,3,45,False,False,,8.000000,,3.182106
8,hypergraph_r3_n8_d5_w1_3,annealer,0.3,4,46,False,False,,8.000000,,3.185894
8,hypergraph_r3_n8_d5_w1_3,qaoa,1,0,42,True,True,8.000000,8.000000,1.000000,0.375552
8,hypergraph_r3_n8_d5_w1_3,qaoa,1,1,43,True,True,8.000000,8.000000,1.000000,0.464504
8,hypergraph_r3_n8_d5_w1_3,qaoa,1,2,44,True,False,9.000000,8.000000,1.125000,0.274551
8,hypergraph_r3_n8_d5_w1_3,qaoa,1,3,45,True,True,8.000000,8.000000,1.000000,1.146035
8,hypergraph_r3_n8_d5_w1_3,qaoa,1,4,46,True,True,8.000000,8.000000,1.000000,0.716542
8,hypergraph_r3_n8_d5_w1_3,annealer,1,0,42,False,False,,8.000000,,3.214687
8,hypergraph_r3_n8_d5_w1_3,annealer,1,1,43,False,False,,8.000000,,3.225146
8,hypergraph_r3_n8_d5_w1_3,annealer,1,2,44,True,True,8.000000,8.000000,1.000000,3.299783
8,hypergraph_r3_n8_d5_w1_3,annealer,1,3,45,True,True,8.000000,8.000000,1.000000,3.203345
8,hypergraph_r3_n8_d5_w1_3,annealer,1,4,46,True,True,8.000000,8.000000,1.000000,3.210999
8,hypergraph_r3_n8_d5_w1_3,qaoa,3,0,42,True,True,8.000000,8.000000,1.000000,0.615626
8,hypergraph_r3_n8_d5_w1_3,qaoa,3,1,43,True,False,10.000000,8.000000,1.250000,0.885898
8,hypergraph_r3_n8_d5_w1_3,qaoa,3,2,44,True,False,9.000000,8.000000,1.125000,0.739773
8,hypergraph_r3_n8_d5_w1_3,qaoa,3,3,45,True,True,8.000000,8.000000,1.000000,0.486105
8,hypergraph_r3_n8_d5_w1_3,qaoa,3,4,46,True,False,10.000000,8.000000,1.250000,0.892469
8,hypergraph_r3_n8_d5_w1_3,annealer,3,0,42,True,True,8.000000,8.000000,1.000000,3.176058
8,hypergraph_r3_n8_d5_w1_3,annealer,3,1,43,True,True,8.000000,8.000000,1.000000,3.167288
8,hypergraph_r3_n8_d5_w1_3,annealer,3,2,44,True,True,8.000000,8.000000,1.000000,3.185070
8,hypergraph_r3_n8_d5_w1_3,annealer,3,3,45,True,True,8.000000,8.000000,1.000000,3.177584
8,hypergraph_r3_n8_d5_w1_3,annealer,3,4,46,True,True,8.000000,8.000000,1.000000,3.169415
8,hypergraph_r3_n8_d5_w1_3,kahypar,,,-1,True,True,8.000000,8.000000,1.000000,0.002478
8,hypergraph_r3_n8_d5_w1_4,qaoa,0.3,0,42,True,True,7.000000,7.000000,1.000000,1.129831
8,hypergraph_r3_n8_d5_w1_4,qaoa,0.3,1,43,False,False,,7.000000,,0.623176
8,hypergraph_r3_n8_d5_w1_4,qaoa,0.3,2,44,True,True,7.000000,7.000000,1.000000,0.795697
8,hypergraph_r3_n8_d5_w1_4,qaoa,0.3,3,45,True,True,7.000000,7.000000,1.000000,0.522771
8,hypergraph_r3_n8_d5_w1_4,qaoa,0.3,4,46,False,False,,7.000000,,0.694424
8,hypergraph_r3_n8_d5_w1_4,annealer,0.3,0,42,False,False,,7.000000,,3.205612
8,hypergraph_r3_n8_d5_w1_4,annealer,0.3,1,43,False,False,,7.000000,,3.196781
8,hypergraph_r3_n8_d5_w1_4,annealer,0.3,2,44,False,False,,7.000000,,3.184264
8,hypergraph_r3_n8_d5_w1_4,annealer,0.3,3,45,False,False,,7.000000,,3.193856
8,hypergraph_r3_n8_d5_w1_4,annealer,0.3,4,46,False,False,,7.000000,,3.187444
8,hypergraph_r3_n8_d5_w1_4,qaoa,1,0,42,True,True,7.000000,7.000000,1.000000,0.370675
8,hypergraph_r3_n8_d5_w1_4,qaoa,1,1,43,True,True,7.000000,7.000000,1.000000,0.575808
8,hypergraph_r3_n8_d5_w1_4,qaoa,1,2,44,True,False,11.000000,7.000000,1.571429,1.190692
8,hypergraph_r3_n8_d5_w1_4,qaoa,1,3,45,True,True,7.000000,7.000000,1.000000,1.072383
8,hypergraph_r3_n8_d5_w1_4,qaoa,1,4,46,True,True,7.000000,7.000000,1.000000,0.631405
8,hypergraph_r3_n8_d5_w1_4,annealer,1,0,42,True,True,7.000000,7.000000,1.000000,3.225870
8,hypergraph_r3_n8_d5_w1_4,annealer,1,1,43,True,True,7.000000,7.000000,1.000000,3.221677
8,hypergraph_r3_n8_d5_w1_4,annealer,1,2,44,True,True,7.000000,7.000000,1.000000,3.203437
8,hypergraph_r3_n8_d5_w1_4,annealer,1,3,45,True,True,7.000000,7.000000,1.000000,3.187673
8,hypergraph_r3_n8_d5_w1_4,annealer,1,4,46,True,True,7.000000,7.000000,1.000000,3.182353
8,hypergraph_r3_n8_d5_w1_4,qaoa,3,0,42,True,False,8.000000,7.000000,1.142857,0.622327
8,hypergraph_r3_n8_d5_w1_4,qaoa,3,1,43,True,False,9.000000,7.000000,1.285714,1.039385
8,hypergraph_r3_n8_d5_w1_4,qaoa,3,2,44,True,True,7.000000,7.000000,1.000000,0.681556
8,hypergraph_r3_n8_d5_w1_4,qaoa,3,3,45,True,True,7.000000,7.000000,1.000000,1.759630
8,hypergraph_r3_n8_d5_w1_4,qaoa,3,4,46,True,False,12.000000,7.000000,1.714286,1.006886
8,hypergraph_r3_n8_d5_w1_4,annealer,3,0,42,True,True,7.000000,7.000000,1.000000,3.166546
8,hypergraph_r3_n8_d5_w1_4,annealer,3,1,43,True,True,7.000000,7.000000,1.000000,3.168480
8,hypergraph_r3_n8_d5_w1_4,annealer,3,2,44,True,True,7.000000,7.000000,1.000000,3.171997
8,hypergraph_r3_n8_d5_w1_4,annealer,3,3,45,True,True,7.000000,7.000000,1.000000,3.170212
8,hypergraph_r3_n8_d5_w1_4,annealer,3,4,46,True,True,7.000000,7.000000,1.000000,3.174663
8,hypergraph_r3_n8_d5_w1_4,kahypar,,,-1,True,True,7.000000,7.000000,1.000000,0.002623
8,hypergraph_r3_n8_d5_w1_5,qaoa,0.3,0,42,True,True,7.000000,7.000000,1.000000,0.828198
8,hypergraph_r3_n8_d5_w1_5,qaoa,0.3,1,43,False,False,,7.000000,,0.423978
8,hypergraph_r3_n8_d5_w1_5,qaoa,0.3,2,44,True,True,7.000000,7.000000,1.000000,0.880386
8,hypergraph_r3_n8_d5_w1_5,qaoa,0.3,3,45,True,True,7.000000,7.000000,1.000000,0.397773
8,hypergraph_r3_n8_d5_w1_5,qaoa,0.3,4,46,False,False,,7.000000,,0.479881
8,hypergraph_r3_n8_d5_w1_5,annealer,0.3,0,42,False,False,,7.000000,,3.212491
8,hypergraph_r3_n8_d5_w1_5,annealer,0.3,1,43,False,False,,7.000000,,3.195466
8,hypergraph_r3_n8_d5_w1_5,annealer,0.3,2,44,False,False,,7.000000,,3.195600
8,hypergraph_r3_n8_d5_w1_5,annealer,0.3,3,45,False,False,,7.000000,,3.184899
8,hypergraph_r3_n8_d5_w1_5,annealer,0.3,4,46,False,False,,7.000000,,3.190674
8,hypergraph_r3_n8_d5_w1_5,qaoa,1,0,42,True,True,7.000000,7.000000,1.000000,0.758076
8,hypergraph_r3_n8_d5_w1_5,qaoa,1,1,43,True,True,7.000000,7.000000,1.000000,0.344229
8,hypergraph_r3_n8_d5_w1_5,qaoa,1,2,44,True,False,10.000000,7.000000,1.428571,0.783553
8,hypergraph_r3_n8_d5_w1_5,qaoa,1,3,45,True,True,7.000000,7.000000,1.000000,0.657779
8,hypergraph_r3_n8_d5_w1_5,qaoa,1,4,46,True,True,7.000000,7.000000,1.000000,0.772310
8,hypergraph_r3_n8_d5_w1_5,annealer,1,0,42,True,True,7.000000,7.000000,1.000000,3.198001
8,hypergraph_r3_n8_d5_w1_5,annealer,1,1,43,True,True,7.000000,7.000000,1.000000,3.225119
8,hypergraph_r3_n8_d5_w1_5,annealer,1,2,44,True,True,7.000000,7.000000,1.000000,3.206394
8,hypergraph_r3_n8_d5_w1_5,annealer,1,3,45,True,True,7.000000,7.000000,1.000000,3.219935
8,hypergraph_r3_n8_d5_w1_5,annealer,1,4,46,True,True,7.000000,7.000000,1.000000,3.209452
8,hypergraph_r3_n8_d5_w1_5,qaoa,3,0,42,True,True,7.000000,7.000000,1.000000,0.676201
8,hypergraph_r3_n8_d5_w1_5,qaoa,3,1,43,True,False,8.000000,7.000000,1.142857,0.768919
8,hypergraph_r3_n8_d5_w1_5,qaoa,3,2,44,True,False,8.000000,7.000000,1.142857,0.602216
8,hypergraph_r3_n8_d5_w1_5,qaoa,3,3,45,True,False,8.000000,7.000000,1.142857,0.418538
8,hypergraph_r3_n8_d5_w1_5,qaoa,3,4,46,True,False,10.000000,7.000000,1.428571,0.503064
8,hypergraph_r3_n8_d5_w1_5,annealer,3,0,42,True,True,7.000000,7.000000,1.000000,3.176889
8,hypergraph_r3_n8_d5_w1_5,annealer,3,1,43,True,True,7.000000,7.000000,1.000000,3.185101
8,hypergraph_r3_n8_d5_w1_5,annealer,3,2,44,True,True,7.000000,7.000000,1.000000,3.170301
8,hypergraph_r3_n8_d5_w1_5,annealer,3,3,45,True,True,7.000000,7.000000,1.000000,3.176962
8,hypergraph_r3_n8_d5_w1_5,annealer,3,4,46,True,True,7.000000,7.000000,1.000000,3.171222
8,hypergraph_r3_n8_d5_w1_5,kahypar,,,-1,True,True,7.000000,7.000000,1.000000,0.003067
8,hypergraph_r3_n8_d5_w1_6,qaoa,0.3,0,42,False,False,,8.000000,,0.628133
8,hypergraph_r3_n8_d5_w1_6,qaoa,0.3,1,43,False,False,,8.000000,,0.775641
8,hypergraph_r3_n8_d5_w1_6,qaoa,0.3,2,44,True,False,10.000000,8.000000,1.250000,0.486832
8,hypergraph_r3_n8_d5_w1_6,qaoa,0.3,3,45,False,False,,8.000000,,0.548400
8,hypergraph_r3_n8_d5_w1_6,qaoa,0.3,4,46,False,False,,8.000000,,0.936371
8,hypergraph_r3_n8_d5_w1_6,annealer,0.3,0,42,False,False,,8.000000,,3.202453
8,hypergraph_r3_n8_d5_w1_6,annealer,0.3,1,43,False,False,,8.000000,,3.204512
8,hypergraph_r3_n8_d5_w1_6,annealer,0.3,2,44,False,False,,8.000000,,3.213947
8,hypergraph_r3_n8_d5_w1_6,annealer,0.3,3,45,False,False,,8.000000,,3.208103
8,hypergraph_r3_n8_d5_w1_6,annealer,0.3,4,46,False,False,,8.000000,,3.197536
8,hypergraph_r3_n8_d5_w1_6,qaoa,1,0,42,True,True,8.000000,8.000000,1.000000,0.817096
8,hypergraph_r3_n8_d5_w1_6,qaoa,1,1,43,True,True,8.000000,8.000000,1.000000,0.899876
8,hypergraph_r3_n8_d5_w1_6,qaoa,1,2,44,False,False,,8.000000,,0.494063
8,hypergraph_r3_n8_d5_w1_6,qaoa,1,3,45,True,True,8.000000,8.000000,1.000000,0.611254
8,hypergraph_r3_n8_d5_w1_6,qaoa,1,4,46,True,True,8.000000,8.000000,1.000000,0.611593
8,hypergraph_r3_n8_d5_w1_6,annealer,1,0,42,False,False,,8.000000,,3.214013
8,hypergraph_r3_n8_d5_w1_6,annealer,1,1,43,False,False,,8.000000,,3.226253
8,hypergraph_r3_n8_d5_w1_6,annealer,1,2,44,True,True,8.000000,8.000000,1.000000,3.229287
8,hypergraph_r3_n8_d5_w1_6,annealer,1,3,45,True,True,8.000000,8.000000,1.000000,3.284161
8,hypergraph_r3_n8_d5_w1_6,annealer,1,4,46,False,False,,8.000000,,3.224684
8,hypergraph_r3_n8_d5_w1_6,qaoa,3,0,42,True,True,8.000000,8.000000,1.000000,0.445903
8,hypergraph_r3_n8_d5_w1_6,qaoa,3,1,43,True,False,10.000000,8.000000,1.250000,0.425077
8,hypergraph_r3_n8_d5_w1_6,qaoa,3,2,44,True,False,9.000000,8.000000,1.125000,0.388871
8,hypergraph_r3_n8_d5_w1_6,qaoa,3,3,45,True,True,8.000000,8.000000,1.000000,0.486239
8,hypergraph_r3_n8_d5_w1_6,qaoa,3,4,46,True,False,9.000000,8.000000,1.125000,0.655943
8,hypergraph_r3_n8_d5_w1_6,annealer,3,0,42,True,True,8.000000,8.000000,1.000000,3.181359
8,hypergraph_r3_n8_d5_w1_6,annealer,3,1,43,True,True,8.000000,8.000000,1.000000,3.185219
8,hypergraph_r3_n8_d5_w1_6,annealer,3,2,44,True,True,8.000000,8.000000,1.000000,3.172997
8,hypergraph_r3_n8_d5_w1_6,annealer,3,3,45,True,True,8.000000,8.000000,1.000000,3.192088
8,hypergraph_r3_n8_d5_w1_6,annealer,3,4,46,True,True,8.000000,8.000000,1.000000,3.177830
8,hypergraph_r3_n8_d5_w1_6,kahypar,,,-1,True,True,8.000000,8.000000,1.000000,0.002576
8,hypergraph_r3_n8_d5_w1_7,qaoa,0.3,0,42,False,False,,8.000000,,1.362414
8,hypergraph_r3_n8_d5_w1_7,qaoa,0.3,1,43,False,False,,8.000000,,0.977600
8,hypergraph_r3_n8_d5_w1_7,qaoa,0.3,2,44,True,True,8.000000,8.000000,1.000000,1.102154
8,hypergraph_r3_n8_d5_w1_7,qaoa,0.3,3,45,False,False,,8.000000,,1.228912
8,hypergraph_r3_n8_d5_w1_7,qaoa,0.3,4,46,False,False,,8.000000,,0.825613
8,hypergraph_r3_n8_d5_w1_7,annealer,0.3,0,42,False,False,,8.000000,,3.187849
8,hypergraph_r3_n8_d5_w1_7,annealer,0.3,1,43,False,False,,8.000000,,3.214229
8,hypergraph_r3_n8_d5_w1_7,annealer,0.3,2,44,False,False,,8.000000,,3.183793
8,hypergraph_r3_n8_d5_w1_7,annealer,0.3,3,45,False,False,,8.000000,,3.180978
8,hypergraph_r3_n8_d5_w1_7,annealer,0.3,4,46,False,False,,8.000000,,3.187606
8,hypergraph_r3_n8_d5_w1_7,qaoa,1,0,42,True,True,8.000000,8.000000,1.000000,0.624207
8,hypergraph_r3_n8_d5_w1_7,qaoa,1,1,43,True,True,8.000000,8.000000,1.000000,0.601550
8,hypergraph_r3_n8_d5_w1_7,qaoa,1,2,44,True,False,9.000000,8.000000,1.125000,0.401955
8,hypergraph_r3_n8_d5_w1_7,qaoa,1,3,45,True,True,8.000000,8.000000,1.000000,0.490552
8,hypergraph_r3_n8_d5_w1_7,qaoa,1,4,46,True,True,8.000000,8.000000,1.000000,1.114934
8,hypergraph_r3_n8_d5_w1_7,annealer,1,0,42,False,False,,8.000000,,3.221328
8,hypergraph_r3_n8_d5_w1_7,annealer,1,1,43,True,True,8.000000,8.000000,1.000000,3.222604
8,hypergraph_r3_n8_d5_w1_7,annealer,1,2,44,True,True,8.000000,8.000000,1.000000,3.216407
8,hypergraph_r3_n8_d5_w1_7,annealer,1,3,45,True,True,8.000000,8.000000,1.000000,3.225327
8,hypergraph_r3_n8_d5_w1_7,annealer,1,4,46,True,True,8.000000,8.000000,1.000000,3.213479
8,hypergraph_r3_n8_d5_w1_7,qaoa,3,0,42,True,True,8.000000,8.000000,1.000000,1.055991
8,hypergraph_r3_n8_d5_w1_7,qaoa,3,1,43,True,True,8.000000,8.000000,1.000000,0.804748
8,hypergraph_r3_n8_d5_w1_7,qaoa,3,2,44,True,True,8.000000,8.000000,1.000000,0.601728
8,hypergraph_r3_n8_d5_w1_7,qaoa,3,3,45,True,False,9.000000,8.000000,1.125000,0.928774
8,hypergraph_r3_n8_d5_w1_7,qaoa,3,4,46,True,False,9.000000,8.000000,1.125000,1.056485
8,hypergraph_r3_n8_d5_w1_7,annealer,3,0,42,True,True,8.000000,8.000000,1.000000,3.175654
8,hypergraph_r3_n8_d5_w1_7,annealer,3,1,43,True,True,8.000000,8.000000,1.000000,3.195703
8,hypergraph_r3_n8_d5_w1_7,annealer,3,2,44,True,True,8.000000,8.000000,1.000000,3.169983
8,hypergraph_r3_n8_d5_w1_7,annealer,3,3,45,True,True,8.000000,8.000000,1.000000,3.176744
8,hypergraph_r3_n8_d5_w1_7,annealer,3,4,46,True,True,8.000000,8.000000,1.000000,3.168830
8,hypergraph_r3_n8_d5_w1_7,kahypar,,,-1,True,True,8.000000,8.000000,1.000000,0.002485
8,hypergraph_r3_n8_d5_w1_8,qaoa,0.3,0,42,False,False,,9.000000,,0.719226
8,hypergraph_r3_n8_d5_w1_8,qaoa,0.3,1,43,False,False,,9.000000,,0.472172
8,hypergraph_r3_n8_d5_w1_8,qaoa,0.3,2,44,False,False,,9.000000,,0.855480
8,hypergraph_r3_n8_d5_w1_8,qaoa,0.3,3,45,False,False,,9.000000,,0.651366
8,hypergraph_r3_n8_d5_w1_8,qaoa,0.3,4,46,False,False,,9.000000,,1.136972
8,hypergraph_r3_n8_d5_w1_8,annealer,0.3,0,42,False,False,,9.000000,,3.176047
8,hypergraph_r3_n8_d5_w1_8,annealer,0.3,1,43,False,False,,9.000000,,3.180971
8,hypergraph_r3_n8_d5_w1_8,annealer,0.3,2,44,False,False,,9.000000,,3.184571
8,hypergraph_r3_n8_d5_w1_8,annealer,0.3,3,45,False,False,,9.000000,,3.180226
