n,instance,method,lambda,run_index,seed,feasible,optimal,objective_value,optimal_value,approximation_ratio,runtime_s
12,hypergraph_r3_n12_d5_w1_31,qaoa,3,2,44,True,False,16.000000,11.000000,1.454545,1.165260
12,hypergraph_r3_n12_d5_w1_31,qaoa,3,3,45,True,False,13.000000,11.000000,1.181818,1.202105
12,hypergraph_r3_n12_d5_w1_31,qaoa,3,4,46,True,False,18.000000,11.000000,1.636364,1.276149
12,hypergraph_r3_n12_d5_w1_31,annealer,3,0,42,True,True,11.000000,11.000000,1.000000,6.710097
12,hypergraph_r3_n12_d5_w1_31,annealer,3,1,43,True,True,11.000000,11.000000,1.000000,6.686626
12,hypergraph_r3_n12_d5_w1_31,annealer,3,2,44,True,True,11.000000,11.000000,1.000000,6.678732
12,hypergraph_r3_n12_d5_w1_31,annealer,3,3,45,True,True,11.000000,11.000000,1.000000,6.680590
12,hypergraph_r3_n12_d5_w1_31,annealer,3,4,46,True,True,11.000000,11.000000,1.000000,6.690021
12,hypergraph_r3_n12_d5_w1_31,kahypar,,,-1,True,True,11.000000,11.000000,1.000000,0.003697
12,hypergraph_r3_n12_d5_w1_32,qaoa,0.3,0,42,True,True,12.000000,12.000000,1.000000,1.279677
12,hypergraph_r3_n12_d5_w1_32,qaoa,0.3,1,43,False,False,,12.000000,,1.676967
12,hypergraph_r3_n12_d5_w1_32,qaoa,0.3,2,44,False,False,,12.000000,,1.238683
12,hypergraph_r3_n12_d5_w1_32,qaoa,0.3,3,45,True,True,12.000000,12.000000,1.000000,1.583294
12,hypergraph_r3_n12_d5_w1_32,qaoa,0.3,4,46,False,False,,12.000000,,1.960616
12,hypergraph_r3_n12_d5_w1_32,annealer,0.3,0,42,False,False,,12.000000,,6.732917
12,hypergraph_r3_n12_d5_w1_32,annealer,0.3,1,43,False,False,,12.000000,,6.713180
12,hypergraph_r3_n12_d5_w1_32,annealer,0.3,2,44,False,False,,12.000000,,6.722053
12,hypergraph_r3_n12_d5_w1_32,annealer,0.3,3,45,False,False,,12.000000,,6.788153
12,hypergraph_r3_n12_d5_w1_32,annealer,0.3,4,46,False,False,,12.000000,,6.757283
12,hypergraph_r3_n12_d5_w1_32,qaoa,1,0,42,True,False,14.000000,12.000000,1.166667,2.119231
12,hypergraph_r3_n12_d5_w1_32,qaoa,1,1,43,True,True,12.000000,12.000000,1.000000,1.511278
12,hypergraph_r3_n12_d5_w1_32,qaoa,1,2,44,True,False,14.000000,12.000000,1.166667,1.274409
12,hypergraph_r3_n12_d5_w1_32,qaoa,1,3,45,True,False,17.000000,12.000000,1.416667,1.009922
12,hypergraph_r3_n12_d5_w1_32,qaoa,1,4,46,True,True,12.000000,12.000000,1.000000,1.472196
12,hypergraph_r3_n12_d5_w1_32,annealer,1,0,42,True,True,12.000000,12.000000,1.000000,6.736827
12,hypergraph_r3_n12_d5_w1_32,annealer,1,1,43,True,True,12.000000,12.000000,1.000000,6.690567
12,hypergraph_r3_n12_d5_w1_32,annealer,1,2,44,True,True,12.000000,12.000000,1.000000,6.687056
12,hypergraph_r3_n12_d5_w1_32,annealer,1,3,45,True,True,12.000000,12.000000,1.000000,6.687282
12,hypergraph_r3_n12_d5_w1_32,annealer,1,4,46,True,True,12.000000,12.000000,1.000000,6.704519
12,hypergraph_r3_n12_d5_w1_32,qaoa,3,0,42,True,False,16.000000,12.000000,1.333333,1.916692
12,hypergraph_r3_n12_d5_w1_32,qaoa,3,1,43,True,False,15.000000,12.000000,1.250000,2.334692
12,hypergraph_r3_n12_d5_w1_32,qaoa,3,2,44,True,False,13.000000,12.000000,1.083333,2.612591
12,hypergraph_r3_n12_d5_w1_32,qaoa,3,3,45,True,True,12.000000,12.000000,1.000000,1.234461
12,hypergraph_r3_n12_d5_w1_32,qaoa,3,4,46,True,False,17.000000,12.000000,1.416667,1.374928
12,hypergraph_r3_n12_d5_w1_32,annealer,3,0,42,True,True,12.000000,12.000000,1.000000,6.685678
12,hypergraph_r3_n12_d5_w1_32,annealer,3,1,43,True,True,12.000000,12.000000,1.000000,6.685792
12,hypergraph_r3_n12_d5_w1_32,annealer,3,2,44,True,True,12.000000,12.000000,1.000000,6.707211
12,hypergraph_r3_n12_d5_w1_32,annealer,3,3,45,True,True,12.000000,12.000000,1.000000,6.684795
12,hypergraph_r3_n12_d5_w1_32,annealer,3,4,46,True,True,12.000000,12.000000,1.000000,6.695474
12,hypergraph_r3_n12_d5_w1_32,kahypar,,,-1,True,True,12.000000,12.000000,1.000000,0.004104
12,hypergraph_r3_n12_d5_w1_33,qaoa,0.3,0,42,True,True,11.000000,11.000000,1.000000,1.650861
12,hypergraph_r3_n12_d5_w1_33,qaoa,0.3,1,43,False,False,,11.000000,,2.182201
12,hypergraph_r3_n12_d5_w1_33,qaoa,0.3,2,44,True,False,13.000000,11.000000,1.181818,1.147569
12,hypergraph_r3_n12_d5_w1_33,qaoa,0.3,3,45,False,False,,11.000000,,1.579763
12,hypergraph_r3_n12_d5_w1_33,qaoa,0.3,4,46,False,False,,11.000000,,2.082424
12,hypergraph_r3_n12_d5_w1_33,annealer,0.3,0,42,False,False,,11.000000,,6.666880
12,hypergraph_r3_n12_d5_w1_33,annealer,0.3,1,43,False,False,,11.000000,,6.818626
12,hypergraph_r3_n12_d5_w1_33,annealer,0.3,2,44,False,False,,11.000000,,6.654449
12,hypergraph_r3_n12_d5_w1_33,annealer,0.3,3,45,False,False,,11.000000,,6.687894
12,hypergraph_r3_n12_d5_w1_33,annealer,0.3,4,46,False,False,,11.000000,,6.690431
12,hypergraph_r3_n12_d5_w1_33,qaoa,1,0,42,True,True,11.000000,11.000000,1.000000,1.474512
12,hypergraph_r3_n12_d5_w1_33,qaoa,1,1,43,True,True,11.000000,11.000000,1.000000,1.196609
12,hypergraph_r3_n12_d5_w1_33,qaoa,1,2,44,True,False,16.000000,11.000000,1.454545,1.808827
12,hypergraph_r3_n12_d5_w1_33,qaoa,1,3,45,True,True,11.000000,11.000000,1.000000,1.800423
12,hypergraph_r3_n12_d5_w1_33,qaoa,1,4,46,True,True,11.000000,11.000000,1.000000,1.685057
12,hypergraph_r3_n12_d5_w1_33,annealer,1,0,42,True,True,11.000000,11.000000,1.000000,6.674301
12,hypergraph_r3_n12_d5_w1_33,annealer,1,1,43,True,True,11.000000,11.000000,1.000000,6.704204
12,hypergraph_r3_n12_d5_w1_33,annealer,1,2,44,True,True,11.000000,11.000000,1.000000,6.717924
12,hypergraph_r3_n12_d5_w1_33,annealer,1,3,45,True,True,11.000000,11.000000,1.000000,6.700076
12,hypergraph_r3_n12_d5_w1_33,annealer,1,4,46,True,True,11.000000,11.000000,1.000000,6.673218
12,hypergraph_r3_n12_d5_w1_33,qaoa,3,0,42,True,False,16.000000,11.000000,1.454545,1.265813
12,hypergraph_r3_n12_d5_w1_33,qaoa,3,1,43,True,False,17.000000,11.000000,1.545455,1.795883
12,hypergraph_r3_n12_d5_w1_33,qaoa,3,2,44,True,False,15.000000,11.000000,1.363636,1.170697
12,hypergraph_r3_n12_d5_w1_33,qaoa,3,3,45,True,False,12.000000,11.000000,1.090909,1.859212
12,hypergraph_r3_n12_d5_w1_33,qaoa,3,4,46,True,False,19.000000,11.000000,1.727273,2.036709
12,hypergraph_r3_n12_d5_w1_33,annealer,3,0,42,True,True,11.000000,11.000000,1.000000,6.712355
12,hypergraph_r3_n12_d5_w1_33,annealer,3,1,43,True,True,11.000000,11.000000,1.000000,6.693670
12,hypergraph_r3_n12_d5_w1_33,annealer,3,2,44,True,True,11.000000,11.000000,1.000000,6.680619
12,hypergraph_r3_n12_d5_w1_33,annealer,3,3,45,True,True,11.000000,11.000000,1.000000,6.699074
12,hypergraph_r3_n12_d5_w1_33,annealer,3,4,46,True,True,11.000000,11.000000,1.000000,6.749722
12,hypergraph_r3_n12_d5_w1_33,kahypar,,,-1,True,True,11.000000,11.000000,1.000000,0.003900
12,hypergraph_r3_n12_d5_w1_34,qaoa,0.3,0,42,False,False,,11.000000,,1.908615
12,hypergraph_r3_n12_d5_w1_34,qaoa,0.3,1,43,False,False,,11.000000,,1.700634
12,hypergraph_r3_n12_d5_w1_34,qaoa,0.3,2,44,False,False,,11.000000,,2.202108
12,hypergraph_r3_n12_d5_w1_34,qaoa,0.3,3,45,False,False,,11.000000,,1.967591
12,hypergraph_r3_n12_d5_w1_34,qaoa,0.3,4,46,False,False,,11.000000,,2.632690
12,hypergraph_r3_n12_d5_w1_34,annealer,0.3,0,42,False,False,,11.000000,,6.715655
12,hypergraph_r3_n12_d5_w1_34,annealer,0.3,1,43,False,False,,11.000000,,6.679991
12,hypergraph_r3_n12_d5_w1_34,annealer,0.3,2,44,False,False,,11.000000,,6.685343
12,hypergraph_r3_n12_d5_w1_34,annealer,0.3,3,45,False,False,,11.000000,,6.668084
12,hypergraph_r3_n12_d5_w1_34,annealer,0.3,4,46,False,False,,11.000000,,6.747865
12,hypergraph_r3_n12_d5_w1_34,qaoa,1,0,42,True,True,11.000000,11.000000,1.000000,2.008197
12,hypergraph_r3_n12_d5_w1_34,qaoa,1,1,43,True,True,11.000000,11.000000,1.000000,1.531371
12,hypergraph_r3_n12_d5_w1_34,qaoa,1,2,44,True,False,17.000000,11.000000,1.545455,0.983677
12,hypergraph_r3_n12_d5_w1_34,qaoa,1,3,45,True,False,15.000000,11.000000,1.363636,1.260796
12,hypergraph_r3_n12_d5_w1_34,qaoa,1,4,46,True,False,13.000000,11.000000,1.181818,1.609797
12,hypergraph_r3_n12_d5_w1_34,annealer,1,0,42,False,False,,11.000000,,6.706255
12,hypergraph_r3_n12_d5_w1_34,annealer,1,1,43,False,False,,11.000000,,6.710941
12,hypergraph_r3_n12_d5_w1_34,annealer,1,2,44,False,False,,11.000000,,6.680815
12,hypergraph_r3_n12_d5_w1_34,annealer,1,3,45,False,False,,11.000000,,6.684773
12,hypergraph_r3_n12_d5_w1_34,annealer,1,4,46,False,False,,11.000000,,6.697608
12,hypergraph_r3_n12_d5_w1_34,qaoa,3,0,42,True,False,16.000000,11.000000,1.454545,1.701253
12,hypergraph_r3_n12_d5_w1_34,qaoa,3,1,43,True,False,16.000000,11.000000,1.454545,2.183824
12,hypergraph_r3_n12_d5_w1_34,qaoa,3,2,44,True,False,15.000000,11.000000,1.363636,0.965378
12,hypergraph_r3_n12_d5_w1_34,qaoa,3,3,45,True,False,12.000000,11.000000,1.090909,1.787428
12,hypergraph_r3_n12_d5_w1_34,qaoa,3,4,46,True,False,20.000000,11.000000,1.818182,1.554885
12,hypergraph_r3_n12_d5_w1_34,annealer,3,0,42,True,True,11.000000,11.000000,1.000000,6.689243
12,hypergraph_r3_n12_d5_w1_34,annealer,3,1,43,True,True,11.000000,11.000000,1.000000,6.679977
12,hypergraph_r3_n12_d5_w1_34,annealer,3,2,44,True,True,11.000000,11.000000,1.000000,6.655995
12,hypergraph_r3_n12_d5_w1_34,annealer,3,3,45,True,True,11.000000,11.000000,1.000000,6.701610
12,hypergraph_r3_n12_d5_w1_34,annealer,3,4,46,True,True,11.000000,11.000000,1.000000,6.673670
12,hypergraph_r3_n12_d5_w1_34,kahypar,,,-1,True,True,11.000000,11.000000,1.000000,0.004071
12,hypergraph_r3_n12_d5_w1_35,qaoa,0.3,0,42,False,False,,13.000000,,1.469369
12,hypergraph_r3_n12_d5_w1_35,qaoa,0.3,1,43,False,False,,13.000000,,1.196587
12,hypergraph_r3_n12_d5_w1_35,qaoa,0.3,2,44,False,False,,13.000000,,1.459432
12,hypergraph_r3_n12_d5_w1_35,qaoa,0.3,3,45,False,False,,13.000000,,1.249331
12,hypergraph_r3_n12_d5_w1_35,qaoa,0.3,4,46,False,False,,13.000000,,2.073377
12,hypergraph_r3_n12_d5_w1_35,annealer,0.3,0,42,False,False,,13.000000,,6.710294
12,hypergraph_r3_n12_d5_w1_35,annealer,0.3,1,43,False,False,,13.000000,,6.694682
12,hypergraph_r3_n12_d5_w1_35,annealer,0.3,2,44,False,False,,13.000000,,6.659635
12,hypergraph_r3_n12_d5_w1_35,annealer,0.3,3,45,False,False,,13.000000,,6.677435
12,hypergraph_r3_n12_d5_w1_35,annealer,0.3,4,46,False,False,,13.000000,,6.666965
12,hypergraph_r3_n12_d5_w1_35,qaoa,1,0,42,True,True,13.000000,13.000000,1.000000,2.051059
12,hypergraph_r3_n12_d5_w1_35,qaoa,1,1,43,True,False,14.000000,13.000000,1.076923,0.850400
12,hypergraph_r3_n12_d5_w1_35,qaoa,1,2,44,True,False,18.000000,13.000000,1.384615,0.844321
12,hypergraph_r3_n12_d5_w1_35,qaoa,1,3,45,True,False,15.000000,13.000000,1.153846,1.300982
12,hypergraph_r3_n12_d5_w1_35,qaoa,1,4,46,True,False,14.000000,13.000000,1.076923,1.265435
12,hypergraph_r3_n12_d5_w1_35,annealer,1,0,42,False,False,,13.000000,,6.770586
12,hypergraph_r3_n12_d5_w1_35,annealer,1,1,43,False,False,,13.000000,,6.725187
12,hypergraph_r3_n12_d5_w1_35,annealer,1,2,44,False,False,,13.000000,,6.715877
12,hypergraph_r3_n12_d5_w1_35,annealer,1,3,45,False,False,,13.000000,,6.741077
12,hypergraph_r3_n12_d5_w1_35,annealer,1,4,46,False,False,,13.000000,,6.698371
12,hypergraph_r3_n12_d5_w1_35,qaoa,3,0,42,True,False,15.000000,13.000000,1.153846,2.181120
12,hypergraph_r3_n12_d5_w1_35,qaoa,3,1,43,True,False,15.000000,13.000000,1.153846,1.605927
12,hypergraph_r3_n12_d5_w1_35,qaoa,3,2,44,True,False,18.000000,13.000000,1.384615,2.445769
12,hypergraph_r3_n12_d5_w1_35,qaoa,3,3,45,True,False,14.000000,13.000000,1.076923,1.941518
12,hypergraph_r3_n12_d5_w1_35,qaoa,3,4,46,True,False,16.000000,13.000000,1.230769,1.256148
12,hypergraph_r3_n12_d5_w1_35,annealer,3,0,42,True,True,13.000000,13.000000,1.000000,6.841252
12,hypergraph_r3_n12_d5_w1_35,annealer,3,1,43,True,True,13.000000,13.000000,1.000000,6.738077
12,hypergraph_r3_n12_d5_w1_35,annealer,3,2,44,True,True,13.000000,13.000000,1.000000,6.737384
12,hypergraph_r3_n12_d5_w1_35,annealer,3,3,45,True,True,13.000000,13.000000,1.000000,6.726589
12,hypergraph_r3_n12_d5_w1_35,annealer,3,4,46,True,True,13.000000,13.000000,1.000000,6.706140
12,hypergraph_r3_n12_d5_w1_35,kahypar,,,-1,True,True,13.000000,13.000000,1.000000,0.004008
12,hypergraph_r3_n12_d5_w1_36,qaoa,0.3,0,42,True,True,10.000000,10.000000,1.000000,2.811847
12,hypergraph_r3_n12_d5_w1_36,qaoa,0.3,1,43,False,False,,10.000000,,1.784070
12,hypergraph_r3_n12_d5_w1_36,qaoa,0.3,2,44,True,False,15.000000,10.000000,1.500000,1.251995
12,hypergraph_r3_n12_d5_w1_36,qaoa,0.3,3,45,False,False,,10.000000,,1.402938
12,hypergraph_r3_n12_d5_w1_36,qaoa,0.3,4,46,False,False,,10.000000,,1.991768
12,hypergraph_r3_n12_d5_w1_36,annealer,0.3,0,42,False,False,,10.000000,,6.746057
12,hypergraph_r3_n12_d5_w1_36,annealer,0.3,1,43,False,False,,10.000000,,6.751381
12,hypergraph_r3_n12_d5_w1_36,annealer,0.3,2,44,False,False,,10.000000,,6.751321
12,hypergraph_r3_n12_d5_w1_36,annealer,0.3,3,45,False,False,,10.000000,,6.713882
12,hypergraph_r3_n12_d5_w1_36,annealer,0.3,4,46,False,False,,10.000000,,6.718689
12,hypergraph_r3_n12_d5_w1_36,qaoa,1,0,42,True,False,11.000000,10.000000,1.100000,2.019824
12,hypergraph_r3_n12_d5_w1_36,qaoa,1,1,43,True,False,11.000000,10.000000,1.100000,1.227254
12,hypergraph_r3_n12_d5_w1_36,qaoa,1,2,44,True,False,13.000000,10.000000,1.300000,2.215400
12,hypergraph_r3_n12_d5_w1_36,qaoa,1,3,45,True,False,15.000000,10.000000,1.500000,1.249979
12,hypergraph_r3_n12_d5_w1_36,qaoa,1,4,46,True,True,10.000000,10.000000,1.000000,2.413022
12,hypergraph_r3_n12_d5_w1_36,annealer,1,0,42,False,False,,10.000000,,6.819951
12,hypergraph_r3_n12_d5_w1_36,annealer,1,1,43,False,False,,10.000000,,6.748622
12,hypergraph_r3_n12_d5_w1_36,annealer,1,2,44,False,False,,10.000000,,6.757047
12,hypergraph_r3_n12_d5_w1_36,annealer,1,3,45,True,True,10.000000,10.000000,1.000000,6.725917
12,hypergraph_r3_n12_d5_w1_36,annealer,1,4,46,True,True,10.000000,10.000000,1.000000,6.782718
12,hypergraph_r3_n12_d5_w1_36,qaoa,3,0,42,True,False,13.000000,10.000000,1.300000,1.410229
12,hypergraph_r3_n12_d5_w1_36,qaoa,3,1,43,True,False,14.000000,10.000000,1.400000,1.624743
12,hypergraph_r3_n12_d5_w1_36,qaoa,3,2,44,True,False,15.000000,10.000000,1.500000,2.468001
12,hypergraph_r3_n12_d5_w1_36,qaoa,3,3,45,True,False,13.000000,10.000000,1.300000,1.488485
12,hypergraph_r3_n12_d5_w1_36,qaoa,3,4,46,True,False,18.000000,10.000000,1.800000,1.608686
12,hypergraph_r3_n12_d5_w1_36,annealer,3,0,42,True,True,10.000000,10.000000,1.000000,6.772127
12,hypergraph_r3_n12_d5_w1_36,annealer,3,1,43,True,True,10.000000,10.000000,1.000000,6.706399
12,hypergraph_r3_n12_d5_w1_36,annealer,3,2,44,True,True,10.000000,10.000000,1.000000,6.697157
12,hypergraph_r3_n12_d5_w1_36,annealer,3,3,45,True,True,10.000000,10.000000,1.000000,6.684513
12,hypergraph_r3_n12_d5_w1_36,annealer,3,4,46,True,True,10.000000,10.000000,1.000000,6.692845
12,hypergraph_r3_n12_d5_w1_36,kahypar,,,-1,True,True,10.000000,10.000000,1.000000,0.003417
12,hypergraph_r3_n12_d5_w1_37,qaoa,0.3,0,42,True,True,10.000000,10.000000,1.000000,1.717359
12,hypergraph_r3_n12_d5_w1_37,qaoa,0.3,1,43,False,False,,10.000000,,1.518517
12,hypergraph_r3_n12_d5_w1_37,qaoa,0.3,2,44,True,False,16.000000,10.000000,1.600000,1.574240
12,hypergraph_r3_n12_d5_w1_37,qaoa,0.3,3,45,True,True,10.000000,10.000000,1.000000,1.917892
12,hypergraph_r3_n12_d5_w1_37,qaoa,0.3,4,46,True,True,10.000000,10.000000,1.000000,1.588395
12,hypergraph_r3_n12_d5_w1_37,annealer,0.3,0,42,False,False,,10.000000,,6.702932
12,hypergraph_r3_n12_d5_w1_37,annealer,0.3,1,43,False,False,,10.000000,,6.739693
12,hypergraph_r3_n12_d5_w1_37,annealer,0.3,2,44,False,False,,10.000000,,6.704243
12,hypergraph_r3_n12_d5_w1_37,annealer,0.3,3,45,False,False,,10.000000,,6.697786
12,hypergraph_r3_n12_d5_w1_37,annealer,0.3,4,46,False,False,,10.000000,,6.736850
12,hypergraph_r3_n12_d5_w1_37,qaoa,1,0,42,True,True,10.000000,10.000000,1.000000,1.912565
12,hypergraph_r3_n12_d5_w1_37,qaoa,1,1,43,True,True,10.000000,10.000000,1.000000,0.879278
12,hypergraph_r3_n12_d5_w1_37,qaoa,1,2,44,True,False,14.000000,10.000000,1.400000,2.110670
12,hypergraph_r3_n12_d5_w1_37,qaoa,1,3,45,True,False,11.000000,10.000000,1.100000,1.408177
12,hypergraph_r3_n12_d5_w1_37,qaoa,1,4,46,True,True,10.000000,10.000000,1.000000,2.503529
12,hypergraph_r3_n12_d5_w1_37,annealer,1,0,42,True,True,10.000000,10.000000,1.000000,6.831085
12,hypergraph_r3_n12_d5_w1_37,annealer,1,1,43,True,True,10.000000,10.000000,1.000000,6.826717
12,hypergraph_r3_n12_d5_w1_37,annealer,1,2,44,True,True,10.000000,10.000000,1.000000,6.745930
12,hypergraph_r3_n12_d5_w1_37,annealer,1,3,45,True,True,10.000000,10.000000,1.000000,6.766217
12,hypergraph_r3_n12_d5_w1_37,annealer,1,4,46,True,True,10.000000,10.000000,1.000000,6.723975
12,hypergraph_r3_n12_d5_w1_37,qaoa,3,0,42,True,False,15.000000,10.000000,1.500000,1.648304
12,hypergraph_r3_n12_d5_w1_37,qaoa,3,1,43,True,False,17.000000,10.000000,1.700000,2.312644
12,hypergraph_r3_n12_d5_w1_37,qaoa,3,2,44,True,False,15.000000,10.000000,1.500000,1.604360
12,hypergraph_r3_n12_d5_w1_37,qaoa,3,3,45,True,False,12.000000,10.000000,1.200000,1.417749
12,hypergraph_r3_n12_d5_w1_37,qaoa,3,4,46,True,False,17.000000,10.000000,1.700000,1.499351
12,hypergraph_r3_n12_d5_w1_37,annealer,3,0,42,True,True,10.000000,10.000000,1.000000,6.713173
12,hypergraph_r3_n12_d5_w1_37,annealer,3,1,43,True,True,10.000000,10.000000,1.000000,6.703120
12,hypergraph_r3_n12_d5_w1_37,annealer,3,2,44,True,True,10.000000,10.000000,1.000000,6.701998
12,hypergraph_r3_n12_d5_w1_37,annealer,3,3,45,True,True,10.000000,10.000000,1.000000,6.673064
12,hypergraph_r3_n12_d5_w1_37,annealer,3,4,46,True,True,10.000000,10.000000,1.000000,6.675648
12,hypergraph_r3_n12_d5_w1_37,kahypar,,,-1,True,True,10.000000,10.000000,1.000000,0.003465
12,hypergraph_r3_n12_d5_w1_38,qaoa,0.3,0,42,True,True,12.000000,12.000000,1.000000,1.806787
12,hypergraph_r3_n12_d5_w1_38,qaoa,0.3,1,43,False,False,,12.000000,,1.569171
12,hypergraph_r3_n12_d5_w1_38,qaoa,0.3,2,44,True,False,13.000000,12.000000,1.083333,2.509607
12,hypergraph_r3_n12_d5_w1_38,qaoa,0.3,3,45,True,True,12.000000,12.000000,1.000000,1.762266
12,hypergraph_r3_n12_d5_w1_38,qaoa,0.3,4,46,False,False,,12.000000,,1.185830
12,hypergraph_r3_n12_d5_w1_38,annealer,0.3,0,42,False,False,,12.000000,,6.715530
12,hypergraph_r3_n12_d5_w1_38,annealer,0.3,1,43,False,False,,12.000000,,6.711363
12,hypergraph_r3_n12_d5_w1_38,annealer,0.3,2,44,False,False,,12.000000,,6.707374
12,hypergraph_r3_n12_d5_w1_38,annealer,0.3,3,45,False,False,,12.000000,,6.710115
12,hypergraph_r3_n12_d5_w1_38,annealer,0.3,4,46,False,False,,12.000000,,6.735296
12,hypergraph_r3_n12_d5_w1_38,qaoa,1,0,42,True,True,12.000000,12.000000,1.000000,1.142331
12,hypergraph_r3_n12_d5_w1_38,qaoa,1,1,43,True,True,12.000000,12.000000,1.000000,1.097853
12,hypergraph_r3_n12_d5_w1_38,qaoa,1,2,44,True,False,15.000000,12.000000,1.250000,1.105020
12,hypergraph_r3_n12_d5_w1_38,qaoa,1,3,45,True,True,12.000000,12.000000,1.000000,1.195610
12,hypergraph_r3_n12_d5_w1_38,qaoa,1,4,46,True,True,12.000000,12.000000,1.000000,1.758709
12,hypergraph_r3_n12_d5_w1_38,annealer,1,0,42,False,False,,12.000000,,6.735814
12,hypergraph_r3_n12_d5_w1_38,annealer,1,1,43,False,False,,12.000000,,6.714387
12,hypergraph_r3_n12_d5_w1_38,annealer,1,2,44,True,True,12.000000,12.000000,1.000000,6.736196
12,hypergraph_r3_n12_d5_w1_38,annealer,1,3,45,True,True,12.000000,12.000000,1.000000,6.696244
12,hypergraph_r3_n12_d5_w1_38,annealer,1,4,46,True,True,12.000000,12.000000,1.000000,6.750142
12,hypergraph_r3_n12_d5_w1_38,qaoa,3,0,42,True,False,15.000000,12.000000,1.250000,1.223536
12,hypergraph_r3_n12_d5_w1_38,qaoa,3,1,43,True,False,16.000000,12.000000,1.333333,1.989932
12,hypergraph_r3_n12_d5_w1_38,qaoa,3,2,44,True,False,17.000000,12.000000,1.416667,1.575188
12,hypergraph_r3_n12_d5_w1_38,qaoa,3,3,45,True,False,13.000000,12.000000,1.083333,1.727189
12,hypergraph_r3_n12_d5_w1_38,qaoa,3,4,46,True,False,18.000000,12.000000,1.500000,1.923105
12,hypergraph_r3_n12_d5_w1_38,annealer,3,0,42,True,True,12.000000,12.000000,1.000000,6.689484
12,hypergraph_r3_n12_d5_w1_38,annealer,3,1,43,True,True,12.000000,12.000000,1.000000,6.667109
12,hypergraph_r3_n12_d5_w1_38,annealer,3,2,44,True,True,12.000000,12.000000,1.000000,6.652872
12,hypergraph_r3_n12_d5_w1_38,annealer,3,3,45,True,True,12.000000,12.000000,1.000000,6.656541
12,hypergraph_r3_n12_d5_w1_38,annealer,3,4,46,True,True,12.000000,12.000000,1.000000,6.689005
12,hypergraph_r3_n12_d5_w1_38,kahypar,,,-1,True,True,12.000000,12.000000,1.000000,0.005022
12,hypergraph_r3_n12_d5_w1_39,qaoa,0.3,0,42,True,True,10.000000,10.000000,1.000000,1.373866
12,hypergraph_r3_n12_d5_w1_39,qaoa,0.3,1,43,False,False,,10.000000,,1.742154
12,hypergraph_r3_n12_d5_w1_39,qaoa,0.3,2,44,True,False,14.000000,10.000000,1.400000,1.669706
12,hypergraph_r3_n12_d5_w1_39,qaoa,0.3,3,45,True,True,10.000000,10.000000,1.000000,1.261795
12,hypergraph_r3_n12_d5_w1_39,qaoa,0.3,4,46,False,False,,10.000000,,1.458201
12,hypergraph_r3_n12_d5_w1_39,annealer,0.3,0,42,False,False,,10.000000,,6.727314
12,hypergraph_r3_n12_d5_w1_39,annealer,0.3,1,43,False,False,,10.000000,,6.691991
12,hypergraph_r3_n12_d5_w1_39,annealer,0.3,2,44,False,False,,10.000000,,6.698938
12,hypergraph_r3_n12_d5_w1_39,annealer,0.3,3,45,False,False,,10.000000,,6.715275
12,hypergraph_r3_n12_d5_w1_39,annealer,0.3,4,46,False,False,,10.000000,,6.697234
12,hypergraph_r3_n12_d5_w1_39,qaoa,1,0,42,True,False,11.000000,10.000000,1.100000,2.073889
12,hypergraph_r3_n12_d5_w1_39,qaoa,1,1,43,True,True,10.000000,10.000000,1.000000,1.653929
12,hypergraph_r3_n12_d5_w1_39,qaoa,1,2,44,True,False,14.000000,10.000000,1.400000,1.610715
12,hypergraph_r3_n12_d5_w1_39,qaoa,1,3,45,False,False,,10.000000,,1.720478
12,hypergraph_r3_n12_d5_w1_39,qaoa,1,4,46,True,True,10.000000,10.000000,1.000000,1.367387
12,hypergraph_r3_n12_d5_w1_39,annealer,1,0,42,False,False,,10.000000,,6.742772
12,hypergraph_r3_n12_d5_w1_39,annealer,1,1,43,True,True,10.000000,10.000000,1.000000,6.694882
12,hypergraph_r3_n12_d5_w1_39,annealer,1,2,44,True,True,10.000000,10.000000,1.000000,6.687756
12,hypergraph_r3_n12_d5_w1_39,annealer,1,3,45,True,True,10.000000,10.000000,1.000000,6.710031
12,hypergraph_r3_n12_d5_w1_39,annealer,1,4,46,False,False,,10.000000,,6.688118
12,hypergraph_r3_n12_d5_w1_39,qaoa,3,0,42,True,False,14.000000,10.000000,1.400000,1.957074
12,hypergraph_r3_n12_d5_w1_39,qaoa,3,1,43,True,False,12.000000,10.000000,1.200000,2.075756
12,hypergraph_r3_n12_d5_w1_39,qaoa,3,2,44,True,False,14.000000,10.000000,1.400000,1.305808
12,hypergraph_r3_n12_d5_w1_39,qaoa,3,3,45,True,False,11.000000,10.000000,1.100000,0.798308
12,hypergraph_r3_n12_d5_w1_39,qaoa,3,4,46,True,False,17.000000,10.000000,1.700000,1.141898
12,hypergraph_r3_n12_d5_w1_39,annealer,3,0,42,True,True,10.000000,10.000000,1.000000,6.704921
12,hypergraph_r3_n12_d5_w1_39,annealer,3,1,43,True,True,10.000000,10.000000,1.000000,6.661227
12,hypergraph_r3_n12_d5_w1_39,annealer,3,2,44,True,True,10.000000,10.000000,1.000000,6.665263
12,hypergraph_r3_n12_d5_w1_39,annealer,3,3,45,True,True,10.000000,10.000000,1.000000,6.658814
